Timestep,agent_joint_pos_J1,agent_joint_pos_J2,agent_joint_pos_J3,agent_joint_pos_J4,agent_joint_pos_J5,agent_joint_pos_J6,agent_joint_pos_J7,agent_joint_pos_J8,joint_pos_J1,joint_pos_J2,joint_pos_J3,joint_pos_J4,joint_pos_J5,joint_pos_J6,joint_pos_J7,joint_pos_J8,joint_pos_J9,joint_vel_J1,joint_vel_J2,joint_vel_J3,joint_vel_J4,joint_vel_J5,joint_vel_J6,joint_vel_J7,joint_vel_J8,joint_vel_J9,joint_acc_J1,joint_acc_J2,joint_acc_J3,joint_acc_J4,joint_acc_J5,joint_acc_J6,joint_acc_J7,joint_acc_J8,joint_acc_J9,joint_applied_torque_J1,joint_applied_torque_J2,joint_applied_torque_J3,joint_applied_torque_J4,joint_applied_torque_J5,joint_applied_torque_J6,joint_applied_torque_J7,joint_applied_torque_J8,joint_applied_torque_J9,joint_computed_torque_J1,joint_computed_torque_J2,joint_computed_torque_J3,joint_computed_torque_J4,joint_computed_torque_J5,joint_computed_torque_J6,joint_computed_torque_J7,joint_computed_torque_J8,joint_computed_torque_J9,joint_effort_limits_J1,joint_effort_limits_J2,joint_effort_limits_J3,joint_effort_limits_J4,joint_effort_limits_J5,joint_effort_limits_J6,joint_effort_limits_J7,joint_effort_limits_J8,joint_effort_limits_J9,joint_effort_target_J1,joint_effort_target_J2,joint_effort_target_J3,joint_effort_target_J4,joint_effort_target_J5,joint_effort_target_J6,joint_effort_target_J7,joint_effort_target_J8,joint_effort_target_J9
136,-0.132852,-3.717087,-0.141179,-1.331625,-0.735767,1.892284,0.355970,1.892422,-0.065868,-1.762800,-0.060035,-3.071802,-0.388074,3.752500,0.918926,0.039974,0.040000,0.009033,-0.000004,0.034202,0.000120,0.205213,-0.000002,-0.012264,-0.000174,0.000015,-0.087460,0.000004,-0.034082,-0.000015,0.025134,-0.000008,-0.161516,0.000121,0.000025,-0.085185,-53.179478,-0.981446,-32.321323,0.795420,12.000000,0.053702,0.070292,-0.001505,-0.085185,-53.179478,-0.981446,-32.321323,0.795420,18.451355,0.053702,0.070292,-0.001505,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
137,-0.132876,-3.717084,-0.141206,-1.331551,-0.735706,1.892230,0.356215,1.892278,-0.065915,-1.762800,-0.060016,-3.071802,-0.388064,3.752500,0.919085,0.039974,0.040000,0.007566,-0.000004,0.033658,0.000120,0.205826,-0.000002,-0.012996,-0.000173,0.000015,-0.068430,0.000011,-0.028512,-0.000011,0.013588,0.000034,-0.145418,0.000109,0.000018,-0.076995,-53.179344,-0.982075,-32.318367,0.794677,12.000000,0.053741,0.070170,-0.001510,-0.076995,-53.179344,-0.982075,-32.318367,0.794677,18.449221,0.053741,0.070170,-0.001510,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
138,-0.132906,-3.717089,-0.141241,-1.331495,-0.735639,1.892189,0.356397,1.892165,-0.065988,-1.762800,-0.060007,-3.071802,-0.388043,3.752500,0.919221,0.039974,0.040000,0.006493,-0.000004,0.033228,0.000120,0.206270,-0.000002,-0.013919,-0.000173,0.000015,-0.048554,-0.000006,-0.022680,-0.000015,0.003704,-0.000031,-0.124684,0.000076,0.000013,-0.068248,-53.179554,-0.982643,-32.316154,0.793907,12.000000,0.053813,0.070025,-0.001510,-0.068248,-53.179554,-0.982643,-32.316154,0.793907,18.447578,0.053813,0.070025,-0.001510,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
139,-0.132941,-3.717100,-0.141281,-1.331458,-0.735571,1.892161,0.356518,1.892083,-0.066078,-1.762800,-0.060005,-3.071802,-0.388015,3.752500,0.919333,0.039974,0.040000,0.005811,-0.000004,0.032910,0.000120,0.206551,-0.000002,-0.014954,-0.000174,0.000015,-0.029140,0.000006,-0.016942,-0.000016,-0.004461,0.000016,-0.101839,0.000069,0.000005,-0.059557,-53.180012,-0.983121,-32.314667,0.793148,12.000000,0.053879,0.069917,-0.001505,-0.059557,-53.180012,-0.983121,-32.314667,0.793148,18.446436,0.053879,0.069917,-0.001505,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
140,-0.132979,-3.717116,-0.141319,-1.331438,-0.735508,1.892144,0.356583,1.892030,-0.066178,-1.762800,-0.060009,-3.071802,-0.387983,3.752500,0.919418,0.039974,0.040000,0.005495,-0.000004,0.032697,0.000120,0.206682,-0.000002,-0.016025,-0.000174,0.000015,-0.011252,-0.000002,-0.011475,-0.000013,-0.010553,0.000010,-0.077897,0.000053,0.000001,-0.051443,-53.180622,-0.983470,-32.313847,0.792447,12.000000,0.053964,0.069816,-0.001497,-0.051443,-53.180622,-0.983470,-32.313847,0.792447,18.445787,0.053964,0.069816,-0.001497,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,-0.133019,-3.717134,-0.141353,-1.331432,-0.735453,1.892138,0.356600,1.892005,-0.066280,-1.762800,-0.060016,-3.071802,-0.387949,3.752500,0.919478,0.039974,0.040000,0.005501,-0.000004,0.032577,0.000120,0.206683,-0.000002,-0.017068,-0.000174,0.000015,0.004354,-0.000007,-0.006594,-0.000002,-0.015001,0.000010,-0.054024,0.000035,-0.000004,-0.044259,-53.181328,-0.983702,-32.313633,0.791815,12.000000,0.054068,0.069730,-0.001485,-0.044259,-53.181328,-0.983702,-32.313633,0.791815,18.445520,0.054068,0.069730,-0.001485,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,-0.133058,-3.717152,-0.141381,-1.331440,-0.735407,1.892140,0.356577,1.892003,-0.066380,-1.762800,-0.060025,-3.071802,-0.387917,3.752500,0.919514,0.039974,0.040000,0.005778,-0.000004,0.032536,0.000120,0.206579,-0.000002,-0.018042,-0.000175,0.000015,0.017192,0.000004,-0.002421,-0.000003,-0.017461,-0.000005,-0.032936,0.000015,-0.000007,-0.038258,-53.182072,-0.983842,-32.313919,0.791300,12.000000,0.054118,0.069659,-0.001473,-0.038258,-53.182072,-0.983842,-32.313919,0.791300,18.445595,0.054118,0.069659,-0.001473,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,-0.133096,-3.717170,-0.141400,-1.331457,-0.735373,1.892149,0.356524,1.892019,-0.066472,-1.762800,-0.060034,-3.071802,-0.387888,3.752500,0.919530,0.039974,0.040000,0.006265,-0.000004,0.032559,0.000120,0.206396,-0.000002,-0.018905,-0.000175,0.000015,0.026938,0.000002,0.001002,-0.000011,-0.018182,0.000009,-0.013745,-0.000005,-0.000009,-0.033620,-53.182796,-0.983864,-32.314625,0.790907,12.000000,0.054185,0.069606,-0.001459,-0.033620,-53.182796,-0.983864,-32.314625,0.790907,18.445959,0.054185,0.069606,-0.001459,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,-0.133131,-3.717187,-0.141412,-1.331481,-0.735350,1.892162,0.356449,1.892049,-0.066553,-1.762800,-0.060042,-3.071802,-0.387863,3.752500,0.919528,0.039974,0.040000,0.006899,-0.000004,0.032629,0.000120,0.206162,-0.000002,-0.019626,-0.000176,0.000014,0.033595,0.000006,0.003554,-0.000002,-0.017725,0.000006,0.002426,-0.000010,-0.000012,-0.030355,-53.183483,-0.983806,-32.315578,0.790626,12.000000,0.054245,0.069583,-0.001448,-0.030355,-53.183483,-0.983806,-32.315578,0.790626,18.446491,0.054245,0.069583,-0.001448,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,-0.133163,-3.717201,-0.141415,-1.331510,-0.735339,1.892179,0.356361,1.892089,-0.066620,-1.762800,-0.060048,-3.071802,-0.387844,3.752500,0.919512,0.039974,0.040000,0.007621,-0.000004,0.032730,0.000120,0.205895,-0.000002,-0.020194,-0.000176,0.000014,0.037261,0.000002,0.005279,0.000003,-0.016333,0.000017,0.014824,-0.000024,-0.000011,-0.028442,-53.184036,-0.983664,-32.316723,0.790448,12.000000,0.054280,0.069565,-0.001435,-0.028442,-53.184036,-0.983664,-32.316723,0.790448,18.447180,0.054280,0.069565,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,-0.133191,-3.717213,-0.141410,-1.331540,-0.735338,1.892197,0.356269,1.892135,-0.066672,-1.762800,-0.060053,-3.071802,-0.387831,3.752500,0.919486,0.039974,0.040000,0.008376,-0.000004,0.032850,0.000120,0.205620,-0.000002,-0.020610,-0.000177,0.000014,0.038278,-0.000003,0.006298,0.000003,-0.013977,0.000004,0.023710,-0.000037,-0.000011,-0.027754,-53.184494,-0.983472,-32.317944,0.790383,12.000000,0.054297,0.069559,-0.001426,-0.027754,-53.184494,-0.983472,-32.317944,0.790383,18.447886,0.054297,0.069559,-0.001426,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,-0.133214,-3.717221,-0.141398,-1.331571,-0.735346,1.892216,0.356178,1.892182,-0.066710,-1.762800,-0.060055,-3.071802,-0.387823,3.752500,0.919454,0.039974,0.040000,0.009118,-0.000004,0.032974,0.000120,0.205355,-0.000002,-0.020873,-0.000177,0.000014,0.037031,0.000002,0.006672,0.000010,-0.011113,-0.000011,0.029769,-0.000041,-0.000010,-0.028121,-53.184837,-0.983245,-32.319164,0.790408,12.000000,0.054327,0.069571,-0.001417,-0.028121,-53.184837,-0.983245,-32.319164,0.790408,18.448627,0.054327,0.069571,-0.001417,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,-0.133233,-3.717227,-0.141381,-1.331599,-0.735361,1.892232,0.356095,1.892227,-0.066733,-1.762800,-0.060054,-3.071802,-0.387821,3.752500,0.919418,0.039974,0.040000,0.009806,-0.000004,0.033095,0.000119,0.205115,-0.000002,-0.020996,-0.000177,0.000014,0.033950,0.000003,0.006494,0.000005,-0.008015,0.000004,0.032523,-0.000041,-0.000008,-0.029356,-53.185047,-0.982995,-32.320309,0.790504,12.000000,0.054337,0.069595,-0.001412,-0.029356,-53.185047,-0.982995,-32.320309,0.790504,18.449297,0.054337,0.069595,-0.001412,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,-0.133247,-3.717229,-0.141360,-1.331624,-0.735381,1.892248,0.356023,1.892268,-0.066742,-1.762800,-0.060051,-3.071802,-0.387823,3.752500,0.919382,0.039974,0.040000,0.010413,-0.000004,0.033203,0.000120,0.204913,-0.000002,-0.021002,-0.000178,0.000014,0.029523,-0.000006,0.005882,0.000009,-0.004838,0.000016,0.032582,-0.000035,-0.000006,-0.031244,-53.185123,-0.982746,-32.321301,0.790660,12.000000,0.054334,0.069626,-0.001407,-0.031244,-53.185123,-0.982746,-32.321301,0.790660,18.449907,0.054334,0.069626,-0.001407,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,-0.133258,-3.717229,-0.141337,-1.331645,-0.735404,1.892260,0.355965,1.892303,-0.066741,-1.762800,-0.060047,-3.071802,-0.387829,3.752500,0.919349,0.039974,0.040000,0.010918,-0.000004,0.033290,0.000119,0.204745,-0.000002,-0.020912,-0.000178,0.000014,0.024232,0.000002,0.004913,0.000004,-0.002083,-0.000009,0.030356,-0.000037,-0.000006,-0.033560,-53.185123,-0.982510,-32.322140,0.790837,12.000000,0.054317,0.069654,-0.001406,-0.033560,-53.185123,-0.982510,-32.322140,0.790837,18.450384,0.054317,0.069654,-0.001406,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
151,-0.133264,-3.717226,-0.141312,-1.331661,-0.735429,1.892269,0.355922,1.892331,-0.066731,-1.762800,-0.060040,-3.071802,-0.387838,3.752500,0.919319,0.039974,0.040000,0.011311,-0.000004,0.033357,0.000120,0.204622,-0.000002,-0.020748,-0.000178,0.000014,0.018519,0.000009,0.003790,0.000002,0.000441,0.000011,0.026930,-0.000030,-0.000001,-0.036115,-53.185009,-0.982289,-32.322788,0.791039,12.000000,0.054314,0.069692,-0.001404,-0.036115,-53.185009,-0.982289,-32.322788,0.791039,18.450766,0.054314,0.069692,-0.001404,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
152,-0.133268,-3.717221,-0.141288,-1.331672,-0.735455,1.892275,0.355894,1.892352,-0.066714,-1.762800,-0.060033,-3.071802,-0.387850,3.752500,0.919295,0.039974,0.040000,0.011591,-0.000004,0.033400,0.000119,0.204544,-0.000002,-0.020532,-0.000178,0.000014,0.012800,-0.000004,0.002571,0.000000,0.002693,0.000016,0.022343,-0.000027,-0.000001,-0.038706,-53.184856,-0.982103,-32.323227,0.791251,12.000000,0.054305,0.069721,-0.001407,-0.038706,-53.184856,-0.982103,-32.323227,0.791251,18.451014,0.054305,0.069721,-0.001407,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
153,-0.133268,-3.717216,-0.141265,-1.331679,-0.735479,1.892279,0.355881,1.892364,-0.066693,-1.762800,-0.060025,-3.071802,-0.387862,3.752500,0.919276,0.039974,0.040000,0.011762,-0.000004,0.033422,0.000120,0.204510,-0.000002,-0.020286,-0.000178,0.000014,0.007407,-0.000008,0.001415,0.000002,0.004448,-0.000004,0.016874,-0.000023,0.000001,-0.041191,-53.184628,-0.981940,-32.323494,0.791455,12.000000,0.054285,0.069748,-0.001410,-0.041191,-53.184628,-0.981940,-32.323494,0.791455,18.451147,0.054285,0.069748,-0.001410,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
154,-0.133268,-3.717210,-0.141244,-1.331681,-0.735500,1.892279,0.355881,1.892370,-0.066669,-1.762800,-0.060016,-3.071802,-0.387874,3.752500,0.919264,0.039974,0.040000,0.011833,-0.000004,0.033422,0.000120,0.204510,-0.000002,-0.020034,-0.000178,0.000014,0.002498,0.000004,0.000264,0.000002,0.005554,0.000021,0.011239,-0.000010,0.000002,-0.043471,-53.184380,-0.981820,-32.323589,0.791632,12.000000,0.054263,0.069782,-0.001413,-0.043471,-53.184380,-0.981820,-32.323589,0.791632,18.451166,0.054263,0.069782,-0.001413,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
155,-0.133265,-3.717204,-0.141227,-1.331680,-0.735519,1.892278,0.355891,1.892369,-0.066644,-1.762800,-0.060008,-3.071802,-0.387886,3.752500,0.919257,0.039974,0.040000,0.011817,-0.000004,0.033403,0.000119,0.204539,-0.000002,-0.019795,-0.000178,0.000014,-0.001655,0.000003,-0.000753,-0.000001,0.006285,0.000015,0.005792,-0.000004,0.000003,-0.045428,-53.184132,-0.981747,-32.323513,0.791788,12.000000,0.054238,0.069805,-0.001417,-0.045428,-53.184132,-0.981747,-32.323513,0.791788,18.451109,0.054238,0.069805,-0.001417,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
156,-0.133262,-3.717197,-0.141212,-1.331675,-0.735534,1.892274,0.355910,1.892363,-0.066621,-1.762800,-0.060000,-3.071802,-0.387897,3.752500,0.919256,0.039974,0.040000,0.011733,-0.000004,0.033370,0.000120,0.204593,-0.000002,-0.019571,-0.000178,0.000014,-0.004935,-0.000001,-0.001519,0.000003,0.006625,-0.000011,0.000794,-0.000005,0.000004,-0.047008,-53.183865,-0.981691,-32.323341,0.791917,12.000000,0.054218,0.069814,-0.001422,-0.047008,-53.183865,-0.981691,-32.323341,0.791917,18.450974,0.054218,0.069814,-0.001422,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
157,-0.133259,-3.717191,-0.141200,-1.331668,-0.735545,1.892269,0.355936,1.892353,-0.066600,-1.762800,-0.059993,-3.071802,-0.387907,3.752500,0.919260,0.039974,0.040000,0.011595,-0.000004,0.033325,0.000120,0.204665,-0.000002,-0.019386,-0.000178,0.000014,-0.007376,0.000012,-0.002160,0.000000,0.006427,0.000025,-0.003583,0.000000,0.000004,-0.048208,-53.183636,-0.981677,-32.323074,0.792008,12.000000,0.054193,0.069827,-0.001426,-0.048208,-53.183636,-0.981677,-32.323074,0.792008,18.450766,0.054193,0.069827,-0.001426,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
158,-0.133255,-3.717186,-0.141192,-1.331660,-0.735553,1.892263,0.355965,1.892340,-0.066582,-1.762800,-0.059987,-3.071802,-0.387915,3.752500,0.919267,0.039974,0.040000,0.011423,-0.000004,0.033273,0.000120,0.204746,-0.000002,-0.019236,-0.000177,0.000014,-0.008940,-0.000005,-0.002594,0.000001,0.005989,0.000012,-0.006852,0.000005,0.000003,-0.049006,-53.183426,-0.981685,-32.322750,0.792070,12.000000,0.054182,0.069834,-0.001430,-0.049006,-53.183426,-0.981685,-32.322750,0.792070,18.450537,0.054182,0.069834,-0.001430,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
159,-0.133251,-3.717181,-0.141186,-1.331651,-0.735557,1.892257,0.355996,1.892325,-0.066568,-1.762800,-0.059982,-3.071802,-0.387922,3.752500,0.919277,0.039974,0.040000,0.011232,-0.000004,0.033218,0.000120,0.204832,-0.000002,-0.019126,-0.000177,0.000014,-0.009695,0.000002,-0.002808,0.000003,0.005268,0.000017,-0.009301,0.000003,0.000004,-0.049437,-53.183254,-0.981711,-32.322407,0.792099,12.000000,0.054172,0.069830,-0.001432,-0.049437,-53.183254,-0.981711,-32.322407,0.792099,18.450289,0.054172,0.069830,-0.001432,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
160,-0.133249,-3.717178,-0.141183,-1.331642,-0.735558,1.892251,0.356027,1.892310,-0.066557,-1.762800,-0.059977,-3.071802,-0.387926,3.752500,0.919288,0.039974,0.040000,0.011037,-0.000004,0.033163,0.000120,0.204916,-0.000002,-0.019045,-0.000177,0.000014,-0.009755,0.000002,-0.002857,-0.000001,0.004417,0.000025,-0.010493,0.000004,0.000003,-0.049543,-53.183102,-0.981754,-32.322025,0.792102,12.000000,0.054189,0.069828,-0.001435,-0.049543,-53.183102,-0.981754,-32.322025,0.792102,18.450041,0.054189,0.069828,-0.001435,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
161,-0.133247,-3.717175,-0.141183,-1.331634,-0.735557,1.892245,0.356055,1.892295,-0.066550,-1.762800,-0.059974,-3.071802,-0.387929,3.752500,0.919301,0.039974,0.040000,0.010849,-0.000004,0.033110,0.000120,0.204993,-0.000002,-0.019009,-0.000177,0.000014,-0.009276,-0.000001,-0.002768,-0.000001,0.003426,-0.000007,-0.011339,0.000006,0.000003,-0.049392,-53.182987,-0.981807,-32.321682,0.792083,12.000000,0.054184,0.069826,-0.001439,-0.049392,-53.182987,-0.981807,-32.321682,0.792083,18.449793,0.054184,0.069826,-0.001439,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
162,-0.133246,-3.717174,-0.141184,-1.331626,-0.735554,1.892240,0.356081,1.892281,-0.066547,-1.762800,-0.059972,-3.071802,-0.387930,3.752500,0.919314,0.039974,0.040000,0.010678,-0.000004,0.033061,0.000120,0.205062,-0.000002,-0.019002,-0.000177,0.000014,-0.008302,-0.000006,-0.002520,-0.000008,0.002594,0.000004,-0.011403,0.000009,0.000002,-0.049009,-53.182930,-0.981857,-32.321377,0.792051,12.000000,0.054186,0.069819,-0.001441,-0.049009,-53.182930,-0.981857,-32.321377,0.792051,18.449583,0.054186,0.069819,-0.001441,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
163,-0.133245,-3.717173,-0.141187,-1.331619,-0.735550,1.892235,0.356103,1.892269,-0.066547,-1.762800,-0.059971,-3.071802,-0.387930,3.752500,0.919326,0.039974,0.040000,0.010532,-0.000004,0.033019,0.000120,0.205120,-0.000002,-0.019026,-0.000177,0.000014,-0.007028,-0.000003,-0.002227,-0.000000,0.001663,-0.000004,-0.010661,0.000009,0.000001,-0.048470,-53.182892,-0.981923,-32.321091,0.792005,12.000000,0.054196,0.069813,-0.001441,-0.048470,-53.182892,-0.981923,-32.321091,0.792005,18.449392,0.054196,0.069813,-0.001441,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
164,-0.133246,-3.717173,-0.141191,-1.331614,-0.735544,1.892231,0.356120,1.892258,-0.066550,-1.762800,-0.059971,-3.071802,-0.387929,3.752500,0.919336,0.039974,0.040000,0.010413,-0.000004,0.032984,0.000120,0.205163,-0.000002,-0.019077,-0.000177,0.000014,-0.005554,-0.000002,-0.001841,-0.000001,0.000812,0.000027,-0.010219,0.000009,0.000003,-0.047832,-53.182892,-0.981972,-32.320881,0.791949,12.000000,0.054172,0.069805,-0.001441,-0.047832,-53.182892,-0.981972,-32.320881,0.791949,18.449259,0.054172,0.069805,-0.001441,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,-0.133247,-3.717173,-0.141195,-1.331609,-0.735539,1.892228,0.356133,1.892250,-0.066555,-1.762800,-0.059971,-3.071802,-0.387927,3.752500,0.919346,0.039974,0.040000,0.010326,-0.000004,0.032957,0.000120,0.205196,-0.000002,-0.019142,-0.000177,0.000014,-0.004015,0.000000,-0.001444,-0.000005,0.000067,0.000005,-0.008789,0.000003,-0.000000,-0.047149,-53.182911,-0.982020,-32.320709,0.791890,12.000000,0.054176,0.069789,-0.001442,-0.047149,-53.182911,-0.982020,-32.320709,0.791890,18.449144,0.054176,0.069789,-0.001442,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,-0.133248,-3.717174,-0.141199,-1.331606,-0.735533,1.892227,0.356141,1.892244,-0.066561,-1.762800,-0.059972,-3.071802,-0.387924,3.752500,0.919354,0.039974,0.040000,0.010269,-0.000004,0.032938,0.000120,0.205215,-0.000002,-0.019213,-0.000177,0.000014,-0.002491,0.000000,-0.001053,-0.000004,-0.000612,0.000013,-0.007064,0.000002,-0.000000,-0.046459,-53.182949,-0.982059,-32.320595,0.791827,12.000000,0.054187,0.069779,-0.001441,-0.046459,-53.182949,-0.982059,-32.320595,0.791827,18.449068,0.054187,0.069779,-0.001441,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,-0.133250,-3.717176,-0.141203,-1.331605,-0.735528,1.892225,0.356145,1.892241,-0.066568,-1.762800,-0.059973,-3.071802,-0.387921,3.752500,0.919360,0.039974,0.040000,0.010240,-0.000004,0.032926,0.000120,0.205223,-0.000002,-0.019292,-0.000177,0.000014,-0.001110,-0.000000,-0.000659,-0.000002,-0.001015,0.000005,-0.005145,0.000006,-0.000000,-0.045831,-53.183025,-0.982087,-32.320538,0.791775,12.000000,0.054199,0.069778,-0.001440,-0.045831,-53.183025,-0.982087,-32.320538,0.791775,18.449011,0.054199,0.069778,-0.001440,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,-0.133252,-3.717177,-0.141207,-1.331605,-0.735523,1.892225,0.356146,1.892239,-0.066576,-1.762800,-0.059974,-3.071802,-0.387918,3.752500,0.919364,0.039974,0.040000,0.010236,-0.000004,0.032921,0.000120,0.205223,-0.000002,-0.019367,-0.000177,0.000014,0.000111,-0.000007,-0.000324,0.000003,-0.001314,-0.000023,-0.003726,0.000005,-0.000001,-0.045264,-53.183083,-0.982120,-32.320538,0.791731,12.000000,0.054196,0.069773,-0.001440,-0.045264,-53.183083,-0.982120,-32.320538,0.791731,18.449009,0.054196,0.069773,-0.001440,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,-0.133254,-3.717179,-0.141210,-1.331605,-0.735519,1.892226,0.356143,1.892239,-0.066583,-1.762800,-0.059975,-3.071802,-0.387916,3.752500,0.919365,0.039974,0.040000,0.010254,-0.000004,0.032921,0.000120,0.205214,-0.000002,-0.019437,-0.000177,0.000014,0.001115,-0.000003,-0.000027,-0.000002,-0.001535,0.000003,-0.001713,0.000002,0.000000,-0.044793,-53.183140,-0.982127,-32.320538,0.791688,12.000000,0.054218,0.069765,-0.001439,-0.044793,-53.183140,-0.982127,-32.320538,0.791688,18.449030,0.054218,0.069765,-0.001439,87.000000,87.000000,87.000000,87.000000,12.000000,12.000000,12.000000,200.000000,200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
